#name, A, B
NODE_0000130, 0.001183860864432903, 0.9988161391355671
NODE_0000131, 0.0035511486994943393, 0.9964488513005056
seq_167, 0.0, 1.0
seq_332, 0.0, 1.0
NODE_0000132, 0.006756556313787712, 0.9932434436862123
seq_210, 0.0, 1.0
seq_528, 0.0, 1.0
NODE_0000133, 0.0036910935408764035, 0.9963089064591236
seq_168, 0.0, 0.9999999999999999
NODE_0000134, 0.0062690210566199245, 0.99373097894338
seq_330, 0.0, 1.0
NODE_0000135, 0.00814460225542453, 0.9918553977445754
seq_278, 0.0, 0.9999999999999999
NODE_0000136, 0.012256710589197214, 0.9877432894108027
seq_335, 0.0, 1.0
seq_441, 0.0, 0.9999999999999999
NODE_0000137, 0.008093966380646087, 0.9919060336193539
NODE_0000138, 0.010823003859054782, 0.9891769961409452
seq_442, 0.0, 0.9999999999999999
NODE_0000139, 0.011846007008738692, 0.9881539929912614
seq_280, 0.0, 1.0
seq_523, 0.0, 1.0
NODE_0000140, 0.009047569954734463, 0.9909524300452657
seq_336, 0.0, 1.0
NODE_0000141, 0.008760161609557282, 0.9912398383904426
seq_208, 0.0, 1.0
NODE_0000142, 0.014525305954956078, 0.9854746940450438
seq_433, 0.0, 1.0
NODE_0000143, 0.02783534422984122, 0.9721646557701588
seq_733, 1.0, 0.0
seq_233, 0.0, 1.0
NODE_0000144, 0.027629376964522816, 0.9723706230354772
seq_234, 0.0, 1.0
seq_773, 0.9999999999999999, 0.0
NODE_0000145, 0.008904686139795559, 0.9910953138602044
seq_235, 0.0, 0.9999999999999999
seq_236, 0.0, 0.9999999999999999
NODE_0000146, 3.8964202164324006e-05, 0.9999610357978357
seq_387, 0.0, 0.9999999999999999
NODE_0000147, 0.0006933533818967522, 0.9993066466181033
seq_260, 0.0, 1.0
NODE_0000148, 0.014464945996089029, 0.9855350540039108
seq_266, 0.0, 0.9999999999999999
seq_497, 0.0, 1.0
NODE_0000149, 0.010451834389264614, 0.9895481656107354
NODE_0000150, 0.06883795026140019, 0.9311620497385997
NODE_0000151, 0.3486923885056181, 0.6513076114943818
seq_397, 0.0, 1.0
seq_703, 1.0, 0.0
NODE_0000152, 0.06405305163734516, 0.9359469483626548
seq_415, 0.0, 1.0
seq_416, 0.0, 0.9999999999999999
NODE_0000153, 0.010774604038025748, 0.9892253959619742
NODE_0000154, 0.013225624831932207, 0.9867743751680678
seq_248, 0.0, 1.0
seq_342, 0.0, 0.9999999999999999
NODE_0000155, 0.02039148192311001, 0.97960851807689
NODE_0000156, 0.025122012071265812, 0.9748779879287343
seq_468, 0.0, 0.9999999999999999
seq_496, 0.0, 1.0
NODE_0000157, 0.0276943849243682, 0.9723056150756317
seq_324, 0.0, 1.0
NODE_0000158, 0.047820592261692246, 0.9521794077383078
seq_401, 0.0, 1.0
seq_402, 0.0, 0.9999999999999999
NODE_0000159, 1.582950376271856e-05, 0.9999841704962371
NODE_0000160, 0.00048268976178754376, 0.9995173102382124
seq_270, 0.0, 0.9999999999999999
NODE_0000161, 0.003434118572058954, 0.9965658814279411
seq_200, 0.0, 1.0
seq_275, 0.0, 1.0
NODE_0000162, 0.0011965525451485748, 0.9988034474548513
seq_509, 0.0, 1.0
NODE_0000163, 0.008062100761583164, 0.9919378992384169
seq_269, 0.0, 1.0
NODE_0000164, 0.003623068723811934, 0.9963769312761881
seq_274, 0.0, 1.0
seq_276, 0.0, 1.0
NODE_0000165, 0.000230071225261961, 0.999769928774738
seq_380, 0.0, 0.9999999999999999
NODE_0000166, 0.0036031077599826848, 0.9963968922400173
seq_268, 0.0, 0.9999999999999999
NODE_0000167, 0.007004983620839243, 0.9929950163791607
seq_255, 0.0, 1.0
seq_394, 0.0, 0.9999999999999999
NODE_0000168, 0.00041264768878358603, 0.9995873523112165
NODE_0000169, 0.0048618019817507725, 0.9951381980182492
seq_273, 0.0, 1.0
seq_556, 0.0, 1.0
NODE_0000170, 0.00504136875636595, 0.994958631243634
seq_376, 0.0, 1.0
seq_457, 0.0, 0.9999999999999999
NODE_0000171, 0.005008582883916485, 0.9949914171160834
seq_244, 0.0, 1.0
NODE_0000172, 0.01572912293469906, 0.9842708770653008
seq_379, 0.0, 1.0
seq_390, 0.0, 1.0
NODE_0000173, 0.0028883348318809446, 0.9971116651681191
seq_555, 0.0, 0.9999999999999999
NODE_0000174, 0.004119407489980343, 0.9958805925100197
seq_395, 0.0, 1.0
NODE_0000175, 0.0021313493024082393, 0.9978686506975917
NODE_0000176, 0.0027610300010715376, 0.9972389699989286
seq_377, 0.0, 1.0
NODE_0000177, 5.4087574550932525e-05, 0.999945912425449
seq_258, 0.0, 0.9999999999999999
seq_259, 0.0, 1.0
NODE_0000178, 0.002356021340660436, 0.9976439786593395
seq_374, 0.0, 1.0
NODE_0000179, 0.0024882445349886945, 0.9975117554650114
seq_378, 0.0, 1.0
NODE_0000180, 0.0027196519649031023, 0.9972803480350968
seq_257, 0.0, 0.9999999999999999
seq_375, 0.0, 1.0
NODE_0000181, 0.000327299346377123, 0.9996727006536229
seq_381, 0.0, 1.0
NODE_0000182, 0.0005680153932170472, 0.9994319846067831
seq_066, 0.0, 0.9999999999999999
NODE_0000183, 4.45838143986699e-07, 0.9999995541618559
seq_065, 0.0, 0.9999999999999999
NODE_0000184, 0.00021304359990648224, 0.9997869564000934
NODE_0000185, 0.00044313075500823586, 0.9995568692449918
seq_204, 0.0, 1.0
seq_265, 0.0, 1.0
NODE_0000186, 0.013494106553606321, 0.9865058934463938
seq_508, 0.0, 1.0
NODE_0000187, 0.011469069644780507, 0.9885309303552196
NODE_0000188, 0.009658953439348712, 0.9903410465606514
seq_495, 0.0, 1.0
seq_503, 0.0, 1.0
NODE_0000189, 0.02637560836380481, 0.9736243916361951
seq_767, 1.0, 0.0
NODE_0000190, 0.002795503865990145, 0.99720449613401
seq_502, 0.0, 1.0
seq_494, 0.0, 1.0
seq_501, 0.0, 1.0
NODE_0000191, 0.001704261530886455, 0.9982957384691135
seq_264, 0.0, 1.0
NODE_0000192, 0.006535945156413329, 0.9934640548435868
seq_393, 0.0, 1.0
seq_391, 0.0, 1.0
NODE_0000193, 0.008960779186695298, 0.9910392208133048
seq_392, 0.0, 1.0
NODE_0000194, 0.014106656113480014, 0.9858933438865201
NODE_0000195, 1.256859803171456e-09, 0.99999999874314
seq_325, 0.0, 0.9999999999999999
seq_326, 0.0, 0.9999999999999999
NODE_0000196, 0.042805239577516065, 0.9571947604224841
seq_526, 0.0, 1.0
seq_745, 1.0, 0.0
NODE_0000197, 0.047452957802112734, 0.9525470421978872
seq_486, 0.0, 1.0
NODE_0000198, 0.23233560329398317, 0.7676643967060168
NODE_0000199, 0.03486978015764758, 0.9651302198423524
seq_434, 0.0, 1.0
seq_438, 0.0, 1.0
NODE_0000200, 0.3002818063842806, 0.6997181936157194
NODE_0000201, 0.6082611021889957, 0.3917388978110043
seq_750, 1.0, 0.0
NODE_0000202, 0.9987970267907569, 0.0012029732092430992
seq_743, 1.0, 0.0
seq_766, 1.0, 0.0
NODE_0000203, 0.04096389683748804, 0.959036103162512
seq_439, 0.0, 1.0
seq_524, 0.0, 0.9999999999999999
seq_747, 1.0, 0.0
NODE_0000204, 4.0187579494765526e-07, 0.999999598124205
seq_437, 0.0, 0.9999999999999999
seq_436, 0.0, 1.0
NODE_0000205, 0.48489330364338584, 0.5151066963566143
NODE_0000206, 0.982874540292451, 0.01712545970754906
seq_608, 1.0, 0.0
NODE_0000207, 0.9970458821678195, 0.0029541178321804743
NODE_0000208, 0.9967761150740259, 0.003223884925974078
NODE_0000209, 0.9973695051574625, 0.0026304948425374653
seq_651, 1.0, 0.0
seq_654, 1.0, 0.0
NODE_0000210, 0.9802035307958432, 0.01979646920415666
NODE_0000211, 0.024227560237009612, 0.9757724397629903
seq_093, 0.0, 1.0
seq_133, 0.0, 1.0
NODE_0000212, 0.9999142679732808, 8.573202671937792e-05
NODE_0000213, 0.9999999996148177, 3.8518249649187463e-10
seq_652, 1.0, 0.0
seq_656, 1.0, 0.0
NODE_0000214, 0.9999977260399106, 2.273960089343075e-06
seq_653, 0.9999999999999999, 0.0
seq_132, 0.0, 1.0
NODE_0000215, 0.9956795555908404, 0.004320444409159506
NODE_0000216, 0.9999999997878223, 2.1217766167624292e-10
seq_617, 1.0, 0.0
seq_637, 1.0, 0.0
NODE_0000217, 0.981396219724158, 0.018603780275841857
seq_650, 1.0, 0.0
NODE_0000218, 0.9886444304255801, 0.011355569574419933
seq_618, 1.0, 0.0
NODE_0000219, 0.9733909046564149, 0.026609095343585094
NODE_0000220, 0.999747828660217, 0.00025217133978288595
NODE_0000221, 0.9999963709489467, 3.629051053283754e-06
seq_615, 1.0, 0.0
seq_616, 1.0, 0.0
NODE_0000222, 0.9994801584652863, 0.0005198415347138286
seq_619, 1.0, 0.0
NODE_0000223, 0.9989683552257047, 0.0010316447742953643
NODE_0000224, 0.9990183960121699, 0.0009816039878300193
seq_595, 1.0, 0.0
seq_644, 1.0, 0.0
NODE_0000225, 0.8973110781989576, 0.10268892180104221
NODE_0000226, 0.015241616934652424, 0.9847583830653477
seq_031, 0.0, 1.0
seq_100, 0.0, 1.0
NODE_0000227, 0.9879490075279045, 0.01205099247209543
NODE_0000228, 0.9884126109032599, 0.011587389096739932
seq_610, 1.0, 0.0
seq_732, 1.0, 0.0
NODE_0000229, 0.9986613387924288, 0.0013386612075711784
seq_587, 1.0, 0.0
NODE_0000230, 0.9997960480924929, 0.00020395190750701825
seq_588, 1.0, 0.0
NODE_0000231, 0.9973042409725451, 0.002695759027454987
seq_155, 0.0, 1.0
NODE_0000232, 0.9998674745058183, 0.0001325254941816479
NODE_0000233, 0.9999999368038062, 6.319619388606602e-08
seq_620, 1.0, 0.0
seq_647, 1.0, 0.0
NODE_0000234, 0.9999999119759446, 8.80240552609284e-08
seq_625, 1.0, 0.0
NODE_0000235, 0.9999999999086377, 9.13623647903443e-11
seq_664, 0.9999999999999999, 0.0
seq_665, 0.9999999999999999, 0.0
NODE_0000236, 0.9813143009035326, 0.018685699096467577
NODE_0000237, 0.9999996801399855, 3.19860014480492e-07
seq_599, 1.0, 0.0
NODE_0000238, 0.9999999981161033, 1.8838965951218184e-09
seq_597, 1.0, 0.0
seq_630, 1.0, 0.0
NODE_0000239, 0.9999999977502058, 2.2497941805950646e-09
seq_598, 1.0, 0.0
NODE_0000240, 0.9999970541843791, 2.9458156209264704e-06
seq_629, 1.0, 0.0
seq_631, 1.0, 0.0
NODE_0000241, 0.9999990755060228, 9.244939770709597e-07
NODE_0000242, 0.999993298834596, 6.7011654039076766e-06
seq_367, 0.0, 1.0
seq_590, 1.0, 0.0
NODE_0000243, 0.9999995881887058, 4.1181129429280565e-07
seq_593, 0.9999999999999999, 0.0
NODE_0000244, 0.999999999992631, 7.36904511545922e-12
seq_097, 0.0, 1.0
seq_591, 1.0, 0.0
seq_592, 1.0, 0.0
NODE_0000245, 0.9997967299817315, 0.00020327001826837406
seq_596, 1.0, 0.0
NODE_0000246, 0.9998566484241126, 0.0001433515758874265
NODE_0000247, 0.9999861163690089, 1.388363099100845e-05
seq_600, 1.0, 0.0
NODE_0000248, 0.9998550599445605, 0.00014494005543944438
NODE_0000249, 1.7697891099305138e-09, 0.9999999982302108
seq_362, 0.0, 1.0
seq_432, 0.0, 1.0
NODE_0000250, 0.9999936650967223, 6.3349032778572296e-06
seq_601, 0.9999999999999999, 0.0
seq_603, 0.9999999999999999, 0.0
NODE_0000251, 0.9999905607118209, 9.439288179079669e-06
NODE_0000252, 0.9999981733986966, 1.826601303497586e-06
seq_602, 1.0, 0.0
NODE_0000253, 0.5820183658700588, 0.41798163412994116
seq_153, 0.0, 0.9999999999999999
seq_183, 0.0, 0.9999999999999999
NODE_0000254, 0.9988329332066955, 0.0011670667933045046
seq_154, 0.0, 1.0
seq_607, 1.0, 0.0
NODE_0000255, 0.9999984130994007, 1.5869005993721894e-06
seq_606, 1.0, 0.0
NODE_0000256, 0.9999999973477421, 2.6522579190679936e-09
seq_604, 1.0, 0.0
seq_605, 1.0, 0.0
NODE_0000257, 0.9974616401530666, 0.0025383598469333464
NODE_0000258, 0.9902094595374098, 0.009790540462590208
seq_586, 1.0, 0.0
NODE_0000259, 0.0008749481105683407, 0.9991250518894316
seq_004, 0.0, 0.9999999999999999
seq_113, 0.0, 1.0
NODE_0000260, 0.00018018050408574192, 0.9998198194959143
seq_020, 0.0, 1.0
seq_099, 0.0, 1.0
NODE_0000261, 0.9492861408743424, 0.05071385912565766
seq_003, 0.0, 1.0
NODE_0000262, 0.9474840486720862, 0.05251595132791376
seq_092, 0.0, 1.0
NODE_0000263, 0.9907499575237015, 0.009250042476298492
seq_772, 1.0, 0.0
NODE_0000264, 0.9998051255651342, 0.00019487443486567097
seq_612, 1.0, 0.0
NODE_0000265, 0.9999203276148309, 7.967238516907528e-05
NODE_0000266, 0.9999999542466118, 4.575338820673493e-08
seq_626, 1.0, 0.0
seq_627, 1.0, 0.0
NODE_0000267, 0.9999050551907174, 9.494480928270906e-05
seq_613, 0.9999999999999999, 0.0
NODE_0000268, 0.9999997561980734, 2.438019266760054e-07
seq_624, 1.0, 0.0
NODE_0000269, 0.998310709270156, 0.0016892907298439056
NODE_0000270, 0.9997540446606924, 0.00024595533930764785
seq_581, 0.9999999999999999, 0.0
seq_584, 0.9999999999999999, 0.0
NODE_0000271, 0.9968987739133083, 0.0031012260866917084
seq_623, 1.0, 0.0
NODE_0000272, 0.9895890227158946, 0.010410977284105383
seq_019, 0.0, 1.0
NODE_0000273, 0.15277247032051475, 0.8472275296794852
seq_022, 0.0, 1.0
NODE_0000274, 0.03846117691511335, 0.9615388230848867
seq_021, 0.0, 0.9999999999999999
seq_023, 0.0, 0.9999999999999999
NODE_0000275, 0.9989055330684481, 0.0010944669315519503
NODE_0000276, 0.9994077005836948, 0.0005922994163053051
seq_582, 0.9999999999999999, 0.0
NODE_0000277, 0.9623492608999809, 0.037650739100019134
seq_628, 1.0, 0.0
NODE_0000278, 0.7736122053025347, 0.22638779469746523
seq_166, 0.0, 1.0
seq_216, 0.0, 1.0
NODE_0000279, 0.9980828578145915, 0.0019171421854084932
seq_008, 0.0, 1.0
NODE_0000280, 0.9999457119689562, 5.428803104369856e-05
seq_585, 1.0, 0.0
seq_583, 1.0, 0.0
NODE_0000281, 0.9996208419494744, 0.0003791580505256103
seq_634, 1.0, 0.0
NODE_0000282, 0.9998943163669818, 0.00010568363301811298
seq_609, 1.0, 0.0
NODE_0000283, 0.9957663921134452, 0.004233607886554679
seq_203, 0.0, 1.0
NODE_0000284, 0.9999997444292731, 2.555707268681414e-07
seq_614, 1.0, 0.0
NODE_0000285, 0.9999994161331072, 5.838668927407404e-07
seq_621, 1.0, 0.0
NODE_0000286, 0.9999961207228362, 3.879277163867432e-06
seq_611, 1.0, 0.0
seq_622, 1.0, 0.0
NODE_0000287, 0.9999096500237197, 9.0349976280207e-05
seq_662, 0.9999999999999999, 0.0
NODE_0000288, 0.9999996166042138, 3.8339578622835587e-07
seq_687, 1.0, 0.0
NODE_0000289, 0.9999776613682803, 2.2338631719790172e-05
seq_683, 1.0, 0.0
NODE_0000290, 0.9999973819372943, 2.618062705788141e-06
seq_686, 1.0, 0.0
NODE_0000291, 4.8014609206915706e-05, 0.9999519853907931
seq_420, 0.0, 0.9999999999999999
seq_419, 0.0, 0.9999999999999999
seq_421, 0.0, 0.9999999999999999
NODE_0000292, 0.9999920381469634, 7.961853036614584e-06
NODE_0000293, 0.9999690974205191, 3.090257948098201e-05
seq_724, 1.0, 0.0
seq_288, 0.0, 1.0
NODE_0000294, 0.9999624272555055, 3.757274449454118e-05
seq_682, 0.9999999999999999, 0.0
seq_718, 1.0, 0.0
NODE_0000295, 0.9984398543114458, 0.0015601456885543205
seq_734, 1.0, 0.0
NODE_0000296, 0.9989595027349192, 0.0010404972650808714
