#node	date	numeric date
seq_115	2014-09-10	2014.691781
seq_116	2014-08-13	2014.615068
NODE_0000261	2005-05-10	2005.355973
seq_292	2010-11-01	2010.834247
NODE_0000299	2007-07-19	2007.545930
seq_242	2009-05-03	2009.335616
NODE_0000300	2007-07-19	2007.545930
seq_241	2009-05-03	2009.335616
NODE_0000301	2008-02-04	2008.093045
seq_079	2009-04-23	2009.308219
NODE_0000302	2008-02-24	2008.148290
seq_240	2009-05-02	2009.332877
NODE_0000422	2008-08-28	2008.656986
seq_077	2009-04-03	2009.253425
NODE_0000427	2008-09-12	2008.698865
seq_078	2009-04-19	2009.297260
NODE_0000443	2008-09-29	2008.745133
seq_081	2009-05-04	2009.338356
NODE_0000445	2008-11-07	2008.851344
seq_083	2009-06-13	2009.447945
NODE_0000455	2009-04-24	2009.310959
seq_076	2009-04-24	2009.310959
NODE_0000457	2009-05-05	2009.341096
seq_244	2009-05-05	2009.341096
NODE_0000470	2009-05-18	2009.376712
seq_082	2009-05-18	2009.376712
NODE_0000472	2009-06-14	2009.450685
seq_089	2009-06-14	2009.450685
seq_101	2009-09-25	2009.732877
NODE_0000275	2006-01-09	2006.023190
seq_243	2009-05-05	2009.341096
NODE_0000276	2006-10-02	2006.751141
seq_322	2013-02-06	2013.100000
NODE_0000277	2007-12-09	2007.938600
NODE_0000281	2009-07-24	2009.561088
seq_413	2017-05-17	2017.373973
seq_513	2021-03-19	2021.212329
NODE_0000278	2011-07-06	2011.512051
seq_335	2013-10-16	2013.790411
seq_321	2013-02-08	2013.105479
seq_326	2013-05-03	2013.335616
NODE_0000282	2009-08-24	2009.644240
seq_345	2014-12-23	2014.976712
seq_499	2021-11-30	2021.913699
NODE_0000284	2010-04-23	2010.307371
seq_331	2013-10-01	2013.749315
NODE_0000286	2013-04-21	2013.303242
seq_350	2015-03-20	2015.215068
NODE_0000287	2014-03-11	2014.189422
seq_342	2014-10-14	2014.784932
seq_351	2015-01-29	2015.078082
NODE_0000288	2011-12-19	2011.965568
seq_346	2014-12-18	2014.963014
NODE_0000289	2013-08-01	2013.582382
seq_462	2021-04-27	2021.319178
seq_341	2014-09-15	2014.705479
NODE_0000291	2013-11-22	2013.890416
seq_349	2015-04-15	2015.286301
NODE_0000293	2015-12-02	2015.919366
seq_126	2019-05-05	2019.341096
seq_450	2019-01-03	2019.006849
NODE_0000295	2015-02-09	2015.107031
seq_117	2016-11-04	2016.842896
NODE_0000296	2017-11-12	2017.864647
seq_139	2021-09-19	2021.716438
seq_460	2021-01-05	2021.012329
NODE_0000297	2014-08-14	2014.618289
seq_500	2021-08-30	2021.661644
NODE_0000298	2015-04-25	2015.314698
seq_140	2021-10-10	2021.773973
seq_143	2022-07-29	2022.573973
NODE_0000357	1989-10-21	1989.804750
seq_425	2007-11-08	2007.853425
NODE_0000358	1990-12-02	1990.918420
NODE_0000359	1991-06-13	1991.447111
seq_428	2013-02-26	2013.154795
NODE_0000360	1991-11-01	1991.835293
NODE_0000361	1993-10-25	1993.814661
seq_357	2012-01-01	2012.001366
NODE_0000362	1995-03-29	1995.240888
seq_434	2015-01-01	2015.001370
NODE_0000363	1996-06-10	1996.441383
seq_316	2001-10-01	2001.749315
seq_360	2011-01-01	2011.001370
NODE_0000364	1992-04-12	1992.278753
NODE_0000365	1992-12-08	1992.934991
seq_228	2004-01-01	2004.001366
NODE_0000366	1997-02-25	1997.150863
seq_364	2010-01-01	2010.001370
seq_439	2013-01-01	2013.001370
NODE_0000367	1999-01-29	1999.078963
seq_474	2021-07-17	2021.541096
seq_386	2014-01-01	2014.001370
NODE_0000369	1999-11-10	1999.859706
seq_440	2016-01-01	2016.001366
NODE_0000370	2000-08-31	2000.665082
seq_217	2005-01-01	2005.001370
NODE_0000371	2002-11-22	2002.892074
seq_392	2014-09-01	2014.667123
seq_436	2017-01-01	2017.001370
NODE_0000373	2000-10-30	2000.829419
seq_435	2016-01-01	2016.001366
NODE_0000374	2002-12-22	2002.973439
seq_391	2014-09-01	2014.667123
seq_438	2013-01-01	2013.001370
NODE_0000376	2001-01-05	2001.011757
seq_421	2017-07-01	2017.497260
NODE_0000378	2006-03-16	2006.203154
seq_359	2011-01-01	2011.001370
seq_452	2018-01-01	2018.001370
NODE_0000379	2006-11-01	2006.833769
seq_433	2015-01-01	2015.001370
NODE_0000381	2009-10-01	2009.750662
seq_432	2016-01-01	2016.001366
NODE_0000382	2011-03-09	2011.184187
seq_431	2017-01-01	2017.001370
NODE_0000383	2015-02-20	2015.138205
seq_420	2015-03-23	2015.223288
seq_422	2015-06-11	2015.442466
NODE_0000385	2018-03-04	2018.171967
seq_466	2020-10-06	2020.763661
